RecordNumber;customerId;Name;Surname;CustomerAddress;ZipCode;NationalID;DateOfBirth;Street;City
476;257;Chloé;Martin;Nice Rue de la Paix;27581;6815263169;5/3/1970;Rue de la Paix;Nice
477;679;Inès;Moreau;Paris Rue des Martyrs;88131;8383817967;6/3/1972;Rue des Martyrs;Paris
478;248;Inès;Durand;Toulouse Rue de Rivoli;83996;8235771225;5/27/1986;Rue de Rivoli;Toulouse
479;938;Camille;Bernard;Marseille Avenue des Champs-Élysées;53233;1466701031;12/22/1989;Avenue des Champs-Élysées;Marseille
480;975;Léa;Robert;Paris Rue des Martyrs;43934;7359983606;9/26/1999;Rue des Martyrs;Paris
481;857404;Manon;Moreau;Marseille Avenue des Champs-Élysées;78385;367970791;3/20/2004;Avenue des Champs-Élysées;Marseille
482;770903;Nathan;Moreau;Nice Rue Lafayette;15161;5234144402;6/7/2005;Rue Lafayette;Nice
483;243346;Inès;Richard;Strasbourg Rue de la Paix;75637;8693714465;4/11/1991;Rue de la Paix;Strasbourg
484;439523;Lucas;Moreau;Paris Avenue des Champs-Élysées;19292;2966715618;6/17/1983;Avenue des Champs-Élysées;Paris
485;902911;Arthur;Martin;Toulouse Rue des Martyrs;13207;2787683266;12/29/1984;Rue des Martyrs;Toulouse
486;316572;Emma;Petit;Nice Rue de la Paix;9307;4020985669;2/1/1984;Rue de la Paix;Nice
487;142995;Hugo;Dubois;Lyon Boulevard Saint-Germain;38457;450026345;9/29/1996;Boulevard Saint-Germain;Lyon
488;167790;Lucas;Thomas;Lyon Rue des Martyrs;69666;1198657723;5/29/1993;Rue des Martyrs;Lyon
489;756671;Lucas;Simon;Marseille Avenue Montaigne;30441;5283751813;10/25/2002;Avenue Montaigne;Marseille
490;279974;Hugo;Petit;Strasbourg Boulevard Haussmann;46063;3030896838;6/21/1994;Boulevard Haussmann;Strasbourg
491;405920;Chloé;Moreau;Marseille Rue de la République;16377;865984816;11/25/1971;Rue de la République;Marseille
492;765918;Rose;Moreau;Marseille Avenue Victor Hugo;74706;2207373576;1/29/1979;Avenue Victor Hugo;Marseille
493;220565;Hugo;Moreau;Lyon Avenue des Champs-Élysées;94967;6434809832;8/12/1992;Avenue des Champs-Élysées;Lyon
494;676447;Manon;Petit;Paris Avenue Victor Hugo;46586;2423475101;1/19/1993;Avenue Victor Hugo;Paris
495;347992;Léa;Simon;Nice Boulevard Haussmann;32193;2484267983;8/11/1998;Boulevard Haussmann;Nice
496;649896;Louis;Durand;Marseille Avenue Victor Hugo;71728;906675863;9/15/1971;Avenue Victor Hugo;Marseille
497;147978;Manon;Bernard;Toulouse Avenue Montaigne;60744;1997100282;4/19/1974;Avenue Montaigne;Toulouse
498;451077;Milo;Bernard;Lyon Rue Lafayette;5829;5053017166;11/10/1983;Rue Lafayette;Lyon
499;979207;Manon;Moreau;Marseille Avenue des Champs-Élysées;82613;5318089232;6/9/1971;Avenue des Champs-Élysées;Marseille
500;567930;Gabriel;Dubois;Toulouse Rue de la Paix;66816;5488235469;2/4/1972;Rue de la Paix;Toulouse
